Id,Class
812,1
813,1
814,1
815,1
816,0
817,0
818,0
819,5
820,5
821,5
822,4
823,5
824,4
825,7
826,7
827,7
828,9
829,9
830,9
831,2
832,2
833,2
834,8
835,8
836,1
837,5
838,5
839,5
840,2
841,2
842,2
843,3
844,3
845,3
846,8
847,8
848,8
849,2
850,2
851,2
852,4
853,4
854,4
855,6
856,6
857,6
858,8
859,8
860,2
861,7
862,7
863,7
864,1
865,1
866,1
867,2
868,2
869,2
870,9
871,9
872,9
873,3
874,3
875,3
876,7
877,7
878,7
879,5
880,5
881,5
882,8
883,8
884,8
885,6
886,2
887,4
888,9
889,9
890,9
891,4
892,4
893,4
894,2
895,2
896,2
897,1
898,1
899,1
900,5
901,4
902,5
903,0
904,9
905,9
906,8
907,8
908,8
909,7
910,7
911,7
912,2
913,2
914,2
915,4
916,4
917,4
918,3
919,3
920,3
921,3
922,3
923,3
924,8
925,6
926,6
927,3
928,3
929,3
930,0
931,0
932,0
933,1
934,1
935,1
936,1
937,1
938,1
939,9
940,9
941,9
942,8
943,8
944,8
945,8
946,8
947,8
948,5
949,5
950,5
951,0
952,8
953,8
954,8
955,9
956,9
957,4
958,5
959,0
960,4
961,4
962,4
963,5
964,5
965,5
966,4
967,3
968,3
969,3
970,3
971,3
972,0
973,0
974,0
975,0
976,0
977,0
978,2
979,2
980,2
981,1
982,1
983,1
984,1
985,1
986,1
987,8
988,7
989,7
990,1
991,1
992,1
993,3
994,3
995,3
996,5
997,5
998,5
999,7
1000,7
1001,7
1002,5
1003,5
1004,5
1005,5
1006,5
1007,5
1008,9
1009,9
1010,9
1011,9
1012,9
1013,9
1014,5
1015,4
1016,4
1017,0
1018,0
1019,0
1020,8
1021,8
1022,8
1023,1
1024,1
1025,1
1026,7
1027,7
1028,7
1029,2
1030,2
1031,2
1032,8
1033,8
1034,8
1035,3
1036,3
1037,3
1038,4
1039,4
1040,4
1041,2
1042,2
1043,2
1044,8
1045,8
1046,8
1047,3
1048,7
1049,3
1050,0
1051,0
1052,0
1053,3
1054,3
1055,3
1056,7
1057,7
1058,7
1059,1
1060,1
1061,4
1062,7
1063,7
1064,7
1065,2
1066,2
1067,2
1068,1
1069,1
1070,1
1071,9
1072,9
1073,9
1074,1
1075,1
1076,1
1077,9
1078,8
1079,8
1080,5
1081,5
1082,5
1083,2
1084,2
1085,2
1086,3
1087,3
1088,3
1089,9
1090,9
1091,9
1092,2
1093,2
1094,2
1095,2
1096,2
1097,2
1098,7
1099,7
1100,7
1101,2
1102,2
1103,2
1104,4
1105,4
1106,4
1107,7
1108,3
1109,7
1110,6
1111,3
1112,3
1113,9
1114,9
1115,9
1116,1
1117,1
1118,1
1119,3
1120,3
1121,3
1122,0
1123,9
1124,9
1125,3
1126,9
1127,9
1128,7
1129,7
1130,7
1131,0
1132,0
1133,0
1134,9
1135,9
1136,9
1137,2
1138,2
1139,2
1140,2
1141,2
1142,2
1143,0
1144,0
1145,0
1146,1
1147,1
1148,3
1149,3
1150,3
1151,3
1152,3
1153,3
1154,3
1155,8
1156,9
1157,9
1158,7
1159,7
1160,7
1161,0
1162,1
1163,0
1164,0
1165,0
1166,0
1167,4
1168,4
1169,4
1170,4
1171,4
1172,4
1173,1
1174,1
1175,1
1176,2
1177,2
1178,2
1179,7
1180,7
1181,7
1182,9
1183,9
1184,9
1185,9
1186,9
1187,9
1188,0
1189,0
1190,0
1191,7
1192,7
1193,7
1194,4
1195,4
1196,1
1197,2
1198,4
1199,2
1200,7
1201,7
1202,7
1203,8
1204,8
1205,8
1206,0
1207,0
1208,0
1209,5
1210,5
1211,7
1212,0
1213,4
1214,4
1215,4
1216,4
1217,4
1218,7
1219,7
1220,2
1221,7
1222,7
1223,7
1224,1
1225,1
1226,1
1227,2
1228,2
1229,2
1230,7
1231,7
1232,7
1233,7
1234,7
1235,7
1236,1
1237,1
1238,1
1239,7
1240,5
1241,5
1242,0
1243,0
1244,0
1245,2
1246,2
1247,2
1248,9
1249,9
1250,9
1251,2
1252,0
1253,2
1254,6
1255,6
1256,6
1257,2
1258,2
1259,2
1260,3
1261,3
1262,3
1263,0
1264,0
1265,0
1266,4
1267,5
1268,5
1269,9
1270,8
1271,9
1272,2
1273,2
1274,2
1275,4
1276,4
1277,2
1278,2
1279,2
1280,7
1281,1
1282,4
1283,4
1284,8
1285,8
1286,8
1287,6
1288,6
1289,6
1290,6
1291,6
1292,6
1293,3
1294,1
1295,1
1296,7
1297,7
1298,2
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,3
1306,3
1307,3
1308,8
1309,8
1310,0
1311,0
1312,0
1313,0
1314,7
1315,7
1316,7
1317,4
1318,4
1319,4
1320,4
1321,4
1322,4
1323,0
1324,0
1325,0
1326,2
1327,2
1328,2
1329,9
1330,9
1331,9
1332,7
1333,7
1334,7
1335,1
1336,1
1337,1
1338,8
1339,5
1340,8
1341,9
1342,9
1343,0
1344,3
1345,3
1346,3
1347,9
1348,9
1349,9
1350,7
1351,7
1352,7
1353,1
1354,1
1355,1
1356,8
1357,8
1358,8
1359,7
1360,7
1361,1
1362,1
1363,1
1364,1
1365,2
1366,2
1367,2
1368,2
1369,2
1370,2
1371,2
1372,2
1373,2
1374,8
1375,8
1376,8
1377,1
1378,1
1379,1
1380,2
1381,2
1382,2
1383,9
1384,9
1385,9
1386,0
1387,7
1388,8
1389,2
1390,2
1391,2
1392,0
1393,0
1394,0
1395,3
1396,3
1397,3
1398,4
1399,4
1400,4
1401,7
1402,7
1403,7
1404,3
1405,3
1406,3
1407,1
1408,1
1409,1
1410,1
1411,1
1412,9
1413,8
1414,8
1415,8
1416,3
1417,3
1418,3
1419,9
1420,9
1421,9
1422,7
1423,3
1424,3
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,1
1433,1
1434,3
1435,8
1436,8
1437,2
1438,2
1439,2
1440,6
1441,9
1442,9
1443,3
1444,3
1445,3
1446,3
1447,3
1448,3
1449,7
1450,7
1451,7
1452,2
1453,2
1454,2
1455,4
1456,7
1457,7
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,6
1465,6
1466,6
1467,7
1468,2
1469,7
1470,3
1471,3
1472,3
1473,0
1474,0
1475,0
1476,7
1477,7
1478,7
1479,7
1480,7
1481,7
1482,3
1483,3
1484,3
1485,4
1486,7
1487,7
1488,7
1489,7
1490,7
1491,3
1492,3
1493,3
1494,5
1495,5
1496,5
1497,9
1498,9
1499,7
1500,4
1501,4
1502,4
1503,6
1504,6
1505,6
1506,0
1507,8
1508,8
1509,7
1510,7
1511,7
1512,4
1513,1
1514,3
1515,9
1516,9
1517,9
1518,0
1519,0
1520,0
1521,9
1522,9
1523,9
1524,8
1525,8
1526,8
1527,7
1528,7
1529,7
1530,2
1531,2
1532,2
1533,7
1534,7
1535,7
1536,2
1537,2
1538,2
1539,6
1540,6
1541,6
1542,1
1543,1
1544,5
1545,3
1546,7
1547,2
1548,6
1549,6
1550,6
1551,2
1552,2
1553,2
1554,4
1555,4
1556,4
1557,6
1558,6
1559,6
1560,5
1561,4
1562,5
1563,2
1564,2
1565,2
1566,0
1567,0
1568,0
1569,5
1570,4
1571,5
1572,3
1573,3
1574,3
1575,5
1576,5
1577,5
1578,0
1579,0
1580,0
1581,6
1582,6
1583,6
1584,7
1585,7
1586,7
1587,8
1588,8
1589,8
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,0
1597,0
1598,0
1599,2
1600,2
1601,2
1602,0
1603,0
1604,0
1605,9
1606,9
1607,0
1608,0
1609,0
1610,1
1611,1
1612,1
1613,1
1614,0
1615,0
1616,0
1617,4
1618,5
1619,4
1620,3
1621,3
1622,3
1623,7
1624,7
1625,7
1626,3
1627,3
1628,2
1629,0
1630,0
1631,0
1632,6
1633,6
1634,2
1635,2
1636,2
1637,2
1638,1
1639,1
1640,1
1641,6
1642,6
1643,6
1644,6
1645,6
1646,6
1647,0
1648,4
1649,5
1650,2
1651,2
1652,2
1653,0
1654,0
1655,0
1656,6
1657,6
1658,6
1659,7
1660,7
1661,7
1662,6
1663,1
1664,4
1665,1
1666,1
1667,1
1668,4
1669,4
1670,5
1671,4
1672,4
1673,2
1674,4
1675,4
1676,4
1677,1
1678,1
1679,0
1680,4
1681,5
1682,5
1683,1
1684,6
1685,1
1686,4
1687,4
1688,0
1689,4
1690,4
1691,4
1692,1
1693,1
1694,1
1695,2
1696,2
1697,2
1698,4
1699,4
1700,4
1701,0
1702,0
1703,0
1704,9
1705,9
1706,9
1707,9
1708,9
1709,9
1710,9
1711,9
1712,8
1713,1
1714,1
1715,1
1716,3
1717,3
1718,3
1719,8
1720,8
1721,8
1722,6
1723,6
1724,6
1725,6
1726,6
1727,6
1728,2
1729,2
1730,2
1731,8
1732,9
1733,6
1734,7
1735,7
1736,7
1737,3
1738,3
1739,1
1740,5
1741,5
1742,5
1743,8
1744,8
1745,8
1746,3
1747,3
1748,3
1749,6
1750,6
1751,6
1752,5
1753,5
1754,5
1755,6
1756,6
1757,6
1758,1
1759,1
1760,1
1761,3
1762,3
1763,3
1764,9
1765,9
1766,9
1767,2
1768,2
1769,2
1770,7
1771,7
1772,7
1773,1
1774,1
1775,1
1776,9
1777,9
1778,9
1779,7
1780,7
1781,7
1782,9
1783,9
1784,9
1785,3
1786,3
1787,3
1788,1
1789,1
1790,1
1791,9
1792,9
1793,9
1794,1
1795,1
1796,1
1797,7
1798,7
1799,7
1800,1
1801,1
1802,1
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,2
1810,2
1811,2
1812,7
1813,7
1814,7
1815,4
1816,4
1817,4
1818,9
1819,9
1820,9
1821,8
1822,8
1823,5
1824,9
1825,9
1826,9
1827,2
1828,2
1829,2
1830,2
1831,2
1832,2
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,0
1840,0
1841,0
1842,7
1843,1
1844,1
1845,7
1846,7
1847,7
1848,9
1849,8
1850,8
1851,8
1852,8
1853,8
1854,7
1855,7
1856,7
1857,2
1858,2
1859,2
1860,0
1861,0
1862,0
1863,3
1864,3
1865,3
1866,3
1867,3
1868,3
1869,0
1870,0
1871,0
1872,9
1873,9
1874,9
1875,1
1876,1
1877,7
1878,4
1879,4
1880,4
1881,9
1882,9
1883,9
1884,8
1885,8
1886,8
1887,3
1888,3
1889,3
1890,9
1891,9
1892,9
1893,7
1894,7
1895,7
1896,1
1897,1
1898,1
1899,7
1900,7
1901,2
1902,9
1903,0
1904,0
1905,7
1906,1
1907,1
1908,0
1909,0
1910,0
1911,3
1912,3
1913,3
1914,3
1915,8
1916,8
1917,5
1918,9
1919,5
1920,4
1921,4
1922,4
1923,9
1924,6
1925,6
1926,6
1927,6
1928,6
1929,4
1930,4
1931,4
1932,2
1933,2
1934,2
1935,4
1936,4
1937,4
1938,7
1939,7
1940,7
1941,5
1942,5
1943,5
1944,9
1945,9
1946,9
1947,9
1948,9
1949,9
1950,5
1951,5
1952,5
1953,0
1954,0
1955,0
1956,7
1957,7
1958,7
1959,1
1960,1
1961,1
1962,7
1963,7
1964,7
1965,2
1966,2
1967,2
1968,7
1969,7
1970,7
1971,6
1972,6
1973,6
1974,6
1975,6
1976,6
1977,7
1978,7
1979,7
1980,8
1981,8
1982,3
1983,1
1984,1
1985,1
1986,3
1987,3
1988,3
1989,2
1990,2
1991,2
1992,9
1993,9
1994,9
1995,5
1996,5
1997,5
1998,7
1999,7
2000,7
2001,7
2002,7
2003,7
2004,9
2005,9
2006,9
2007,2
2008,2
2009,2
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,1
2017,1
2018,1
2019,3
2020,1
2021,1
2022,2
2023,2
2024,2
2025,9
2026,1
2027,1
2028,1
2029,7
2030,7
2031,3
2032,3
2033,3
2034,4
2035,4
2036,4
2037,0
2038,5
2039,4
2040,0
2041,0
2042,0
2043,7
2044,7
2045,7
2046,3
2047,3
2048,3
2049,2
2050,2
2051,2
2052,3
2053,3
2054,3
2055,7
2056,7
2057,7
2058,5
2059,5
2060,5
2061,1
2062,1
2063,1
2064,7
2065,7
2066,4
2067,5
2068,5
2069,0
2070,1
2071,1
2072,1
2073,3
2074,3
2075,3
2076,7
2077,7
2078,7
2079,9
2080,9
2081,9
2082,5
2083,5
2084,5
2085,3
2086,2
2087,2
2088,7
2089,7
2090,7
2091,9
2092,9
2093,9
2094,7
2095,7
2096,7
2097,0
2098,9
2099,8
2100,3
2101,3
2102,2
2103,4
2104,4
2105,4
2106,7
2107,5
2108,7
2109,7
2110,7
2111,2
2112,3
2113,3
2114,3
2115,4
2116,4
2117,4
2118,9
2119,9
2120,9
2121,4
2122,5
2123,4
2124,7
2125,7
2126,7
2127,3
2128,7
2129,1
2130,1
2131,1
2132,4
2133,4
2134,4
2135,4
2136,9
2137,9
2138,9
2139,8
2140,8
2141,8
2142,9
2143,9
2144,9
2145,8
2146,8
2147,8
2148,7
2149,7
2150,7
2151,0
2152,0
2153,0
2154,2
2155,2
2156,2
2157,8
2158,5
2159,1
2160,2
2161,2
2162,8
2163,8
2164,8
2165,8
2166,2
2167,2
2168,2
2169,2
2170,2
2171,2
2172,3
2173,3
2174,3
2175,0
2176,0
2177,0
2178,2
2179,2
2180,2
2181,7
2182,7
2183,7
2184,0
2185,0
2186,0
2187,2
2188,2
2189,2
2190,3
2191,3
2192,3
2193,1
2194,1
2195,1
2196,1
2197,1
2198,1
2199,3
2200,3
2201,3
2202,2
2203,2
2204,2
2205,2
2206,2
2207,2
2208,3
2209,3
2210,9
2211,1
2212,1
2213,1
2214,9
2215,9
2216,9
2217,7
2218,7
2219,7
2220,6
2221,6
2222,6
2223,2
2224,2
2225,2
2226,8
2227,8
2228,8
2229,1
2230,1
2231,1
2232,3
2233,3
2234,3
2235,2
2236,2
2237,2
2238,8
2239,8
2240,8
2241,4
2242,4
2243,4
2244,7
2245,7
2246,7
2247,8
2248,8
2249,8
2250,8
2251,8
2252,8
2253,9
2254,9
2255,9
2256,1
2257,1
2258,1
2259,1
2260,4
2261,4
2262,4
2263,4
2264,4
2265,9
2266,8
2267,9
2268,4
2269,4
2270,4
2271,6
2272,8
2273,8
2274,1
2275,1
2276,1
2277,4
2278,1
2279,1
2280,1
2281,1
2282,1
2283,7
2284,7
2285,7
2286,9
2287,8
2288,8
2289,2
2290,2
2291,2
2292,0
2293,8
2294,0
2295,9
2296,9
2297,9
2298,3
2299,3
2300,3
2301,2
2302,2
2303,2
2304,2
2305,2
2306,2
2307,2
2308,2
2309,2
2310,0
2311,9
2312,9
2313,2
2314,2
2315,2
2316,8
2317,8
2318,8
2319,1
2320,1
2321,1
2322,4
2323,4
2324,4
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,2
2332,2
2333,2
2334,2
2335,2
2336,2
2337,2
2338,4
2339,4
2340,8
2341,4
2342,4
2343,0
2344,0
2345,0
2346,1
2347,1
2348,0
2349,0
2350,0
2351,0
2352,2
2353,2
2354,2
2355,2
2356,2
2357,7
2358,3
2359,3
2360,3
2361,9
2362,9
2363,9
2364,9
2365,9
2366,9
2367,9
2368,9
2369,9
2370,1
2371,1
2372,1
2373,2
2374,2
2375,2
2376,7
2377,7
2378,7
2379,0
2380,0
2381,0
2382,4
2383,4
2384,4
2385,3
2386,3
2387,3
2388,3
2389,2
2390,3
2391,6
2392,6
2393,6
2394,6
2395,6
2396,6
2397,9
2398,9
2399,9
2400,1
2401,1
2402,8
2403,1
2404,5
2405,4
2406,3
2407,3
2408,6
2409,4
2410,2
2411,2
2412,2
2413,2
2414,2
2415,9
2416,0
2417,0
2418,8
2419,8
2420,8
2421,0
2422,0
2423,0
2424,8
2425,8
2426,8
2427,2
2428,2
2429,2
2430,1
2431,1
2432,6
2433,3
2434,3
2435,3
2436,7
2437,7
2438,7
2439,0
2440,0
2441,0
2442,1
2443,1
2444,1
2445,8
2446,8
2447,8
2448,9
2449,9
2450,9
2451,2
2452,2
2453,2
2454,9
2455,9
2456,8
2457,1
2458,1
2459,1
2460,5
2461,5
2462,5
2463,3
2464,3
2465,3
2466,2
2467,8
2468,4
2469,6
2470,6
2471,6
2472,9
2473,9
2474,9
2475,2
2476,6
2477,6
2478,2
2479,2
2480,2
2481,8
2482,9
2483,9
2484,7
2485,7
2486,7
2487,3
2488,3
2489,3
2490,0
2491,0
2492,0
2493,8
2494,8
2495,8
2496,0
2497,0
2498,0
2499,6
2500,6
2501,9
2502,9
2503,9
2504,9
2505,2
2506,2
2507,2
2508,7
2509,7
2510,7
2511,4
2512,4
2513,4
2514,0
2515,0
2516,0
2517,9
2518,9
2519,9
2520,3
2521,3
2522,3
2523,7
2524,7
2525,7
2526,5
2527,5
2528,5
2529,5
2530,5
2531,5
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,6
2539,6
2540,6
2541,9
2542,9
2543,9
2544,1
2545,1
2546,1
2547,2
2548,2
2549,2
2550,3
2551,4
2552,4
2553,0
2554,7
2555,7
2556,7
2557,7
2558,7
2559,8
2560,8
2561,8
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,0
2569,0
2570,0
2571,2
2572,2
2573,2
2574,5
2575,5
2576,5
2577,8
2578,6
2579,8
2580,7
2581,7
2582,7
2583,3
2584,3
2585,1
2586,8
2587,8
2588,8
2589,5
2590,5
2591,5
2592,8
2593,8
2594,8
2595,1
2596,1
2597,1
2598,7
2599,7
2600,7
2601,5
2602,5
2603,5
2604,2
2605,2
2606,2
2607,1
2608,1
2609,4
2610,2
2611,2
2612,2
2613,5
2614,5
2615,8
2616,6
2617,6
2618,6
2619,9
2620,9
2621,9
2622,7
2623,7
2624,7
2625,9
2626,9
2627,9
2628,9
2629,9
2630,9
2631,0
2632,0
2633,0
2634,4
2635,4
2636,4
2637,7
2638,7
2639,7
2640,1
2641,1
2642,1
2643,0
2644,0
2645,0
2646,2
2647,2
2648,2
2649,0
2650,0
2651,0
2652,1
2653,1
2654,1
2655,4
2656,4
2657,5
2658,2
2659,2
2660,2
2661,3
2662,3
2663,3
2664,7
2665,7
2666,7
2667,2
2668,5
2669,4
2670,7
2671,7
2672,7
2673,3
2674,3
2675,3
2676,1
2677,1
2678,1
2679,2
2680,2
2681,2
2682,5
2683,5
2684,5
2685,9
2686,9
2687,9
2688,1
2689,1
2690,1
2691,3
2692,7
2693,7
2694,3
2695,3
2696,3
2697,6
2698,6
2699,3
2700,7
2701,7
2702,7
2703,4
2704,4
2705,4
2706,8
2707,8
2708,8
2709,9
2710,9
2711,9
2712,9
2713,9
2714,9
2715,5
2716,0
2717,5
2718,1
2719,1
2720,1
2721,2
2722,2
2723,6
2724,0
2725,0
2726,0
2727,6
2728,6
2729,6
2730,2
2731,7
2732,7
2733,7
2734,7
2735,7
2736,4
2737,4
2738,4
2739,2
2740,2
2741,2
2742,1
2743,1
2744,1
2745,2
2746,2
2747,2
2748,3
2749,2
2750,2
2751,1
2752,1
2753,1
2754,1
2755,6
2756,6
2757,9
2758,6
2759,0
2760,2
2761,2
2762,2
2763,6
2764,6
2765,6
2766,7
2767,7
2768,7
2769,9
2770,9
2771,9
2772,0
2773,0
2774,0
2775,2
2776,2
2777,2
2778,1
2779,0
2780,0
2781,0
2782,0
2783,0
2784,4
2785,4
2786,4
2787,5
2788,1
2789,1
2790,3
2791,3
2792,3
2793,2
2794,2
2795,2
2796,7
2797,7
2798,5
2799,2
2800,2
2801,2
2802,1
2803,1
2804,1
2805,3
2806,3
2807,3
2808,7
2809,2
2810,2
2811,9
2812,9
2813,9
2814,0
2815,0
2816,0
2817,9
2818,9
2819,9
2820,2
2821,2
2822,2
2823,1
2824,1
2825,1
2826,5
2827,0
2828,0
2829,3
2830,3
2831,3
2832,9
2833,9
2834,9
2835,9
2836,0
2837,9
2838,2
2839,2
2840,2
2841,2
2842,2
2843,2
2844,4
2845,4
2846,4
2847,8
2848,8
2849,8
2850,1
2851,1
2852,1
2853,7
2854,7
2855,8
2856,0
2857,0
2858,0
2859,7
2860,7
2861,7
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,4
2872,4
2873,4
2874,3
2875,7
2876,7
2877,9
2878,9
2879,9
2880,1
2881,1
2882,1
2883,6
2884,6
2885,6
2886,8
2887,8
2888,9
2889,3
2890,3
2891,3
2892,3
2893,3
2894,3
2895,4
2896,4
2897,4
2898,2
2899,2
2900,2
2901,1
2902,1
2903,1
2904,2
2905,7
2906,7
2907,8
2908,8
2909,8
2910,4
2911,3
2912,3
2913,4
2914,4
2915,1
2916,2
2917,2
2918,2
2919,3
2920,3
2921,3
2922,9
2923,9
2924,9
2925,0
2926,0
2927,8
2928,6
2929,6
2930,6
2931,3
2932,3
2933,3
2934,4
2935,3
2936,4
2937,1
2938,1
2939,1
2940,3
2941,3
2942,3
2943,7
2944,7
2945,7
2946,9
2947,9
2948,9
2949,7
2950,5
2951,0
2952,0
2953,0
2954,0
2955,1
2956,3
2957,1
2958,7
2959,7
2960,7
2961,8
2962,8
2963,8
2964,0
2965,0
2966,0
2967,9
2968,9
2969,9
2970,9
2971,9
2972,9
2973,0
2974,0
2975,0
2976,2
2977,2
2978,2
2979,9
2980,9
2981,9
2982,6
2983,6
2984,6
2985,0
2986,0
2987,0
2988,9
2989,8
2990,9
2991,3
2992,3
2993,3
2994,9
2995,9
2996,9
