Id,Class
1258,6
1259,0
1260,2
1261,7
1262,8
1263,7
1264,0
1265,6
1266,2
1267,5
1268,2
1269,7
1270,2
1271,0
1272,7
1273,2
1274,4
1275,2
1276,4
1277,2
1278,7
1279,8
1280,1
1281,7
1282,7
1283,2
1284,1
1285,3
1286,1
1287,2
1288,2
1289,2
1290,7
1291,1
1292,6
1293,0
1294,8
1295,8
1296,1
1297,3
1298,2
1299,7
1300,7
1301,0
1302,1
1303,0
1304,2
1305,6
1306,0
1307,3
1308,3
1309,5
1310,2
1311,0
1312,8
1313,8
1314,4
1315,6
1316,4
1317,2
1318,5
1319,3
1320,0
1321,7
1322,1
1323,1
1324,7
1325,5
1326,2
1327,8
1328,1
1329,8
1330,8
1331,2
1332,1
1333,5
1334,1
1335,7
1336,5
1337,7
1338,3
1339,3
1340,0
1341,3
1342,7
1343,7
1344,8
1345,2
1346,8
1347,8
1348,3
1349,3
1350,2
1351,2
1352,0
1353,3
1354,1
1355,6
1356,7
1357,8
1358,2
1359,8
1360,2
1361,2
1362,7
1363,8
1364,2
1365,1
1366,8
1367,7
1368,3
1369,8
1370,3
1371,6
1372,2
1373,2
1374,3
1375,2
1376,8
1377,6
1378,0
1379,3
1380,7
1381,2
1382,7
1383,0
1384,1
1385,1
1386,8
1387,3
1388,3
1389,9
1390,0
1391,8
1392,2
1393,8
1394,0
1395,1
1396,2
1397,0
1398,2
1399,3
1400,4
1401,2
1402,1
1403,2
1404,8
1405,2
1406,6
1407,5
1408,8
1409,2
1410,5
1411,5
1412,2
1413,6
1414,8
1415,7
1416,0
1417,2
1418,7
1419,7
1420,4
1421,2
1422,7
1423,8
1424,2
1425,0
1426,1
1427,1
1428,9
1429,4
1430,9
1431,5
1432,2
1433,4
1434,9
1435,0
1436,2
1437,4
1438,8
1439,1
1440,3
1441,1
1442,0
1443,8
1444,1
1445,0
1446,8
1447,9
1448,8
1449,0
1450,1
1451,9
1452,6
1453,3
1454,8
1455,2
1456,1
1457,8
1458,6
1459,1
1460,6
1461,8
1462,2
1463,7
1464,4
1465,1
1466,8
1467,1
1468,6
1469,1
1470,2
1471,7
1472,2
1473,8
1474,8
1475,3
1476,0
1477,8
1478,2
1479,3
1480,5
1481,2
1482,3
1483,6
1484,9
1485,1
1486,1
1487,0
1488,2
1489,7
1490,1
1491,7
1492,2
1493,2
1494,6
1495,5
1496,1
1497,8
1498,5
1499,3
1500,1
1501,7
1502,6
1503,1
1504,1
1505,8
1506,7
1507,0
1508,1
1509,3
1510,8
1511,1
1512,9
1513,8
1514,3
1515,3
1516,6
1517,1
1518,2
1519,2
1520,0
1521,2
1522,6
1523,5
1524,2
1525,2
1526,0
1527,7
1528,3
1529,2
1530,8
1531,6
1532,2
1533,1
1534,2
1535,5
1536,4
1537,7
1538,9
1539,6
1540,7
1541,0
1542,7
1543,7
1544,7
1545,2
1546,8
1547,1
1548,0
1549,1
1550,8
1551,2
1552,5
1553,5
1554,3
1555,0
1556,3
1557,2
1558,7
1559,2
1560,2
1561,4
1562,2
1563,2
1564,2
1565,9
1566,3
1567,2
1568,7
1569,7
1570,9
1571,8
1572,7
1573,2
1574,1
1575,7
1576,3
1577,5
1578,0
1579,2
1580,0
1581,9
1582,7
1583,1
1584,2
1585,2
1586,7
1587,1
1588,1
1589,8
1590,1
1591,6
1592,3
1593,2
1594,3
1595,2
1596,0
1597,1
1598,9
1599,3
1600,7
1601,7
1602,3
1603,3
1604,1
1605,2
1606,7
1607,2
1608,1
1609,1
1610,2
1611,7
1612,0
1613,3
1614,3
1615,2
1616,2
1617,8
1618,7
1619,8
1620,9
1621,0
1622,2
1623,4
1624,3
1625,8
1626,5
1627,1
1628,3
1629,2
1630,3
1631,5
1632,2
1633,9
1634,8
1635,1
1636,8
1637,1
1638,8
1639,1
1640,1
1641,4
1642,0
1643,2
1644,9
1645,0
1646,2
1647,7
1648,1
1649,8
1650,8
1651,7
1652,4
1653,0
1654,8
1655,1
1656,0
1657,2
1658,7
1659,8
1660,8
1661,8
1662,2
1663,8
1664,2
1665,8
1666,7
1667,6
1668,2
1669,2
1670,7
1671,2
1672,8
1673,3
1674,1
1675,6
1676,1
1677,2
1678,1
1679,5
1680,9
1681,6
1682,8
1683,7
1684,8
1685,1
1686,7
1687,7
1688,2
1689,4
1690,1
1691,7
1692,1
1693,2
1694,2
1695,1
1696,1
1697,6
1698,2
1699,5
1700,2
1701,1
1702,6
1703,8
1704,0
1705,3
1706,0
1707,8
1708,2
1709,2
1710,3
1711,1
1712,1
1713,7
1714,7
1715,2
1716,4
1717,6
1718,0
1719,5
1720,4
1721,6
1722,3
1723,4
1724,7
1725,4
1726,2
1727,2
1728,3
1729,2
1730,3
1731,2
1732,6
1733,6
1734,2
1735,1
1736,7
1737,7
1738,1
1739,0
1740,1
1741,2
1742,3
1743,7
1744,2
1745,1
1746,5
1747,2
1748,1
1749,8
1750,6
1751,8
1752,3
1753,6
1754,3
1755,6
1756,5
1757,9
1758,6
1759,2
1760,4
1761,7
1762,2
1763,6
1764,0
1765,1
1766,8
1767,1
1768,7
1769,2
1770,3
1771,5
1772,8
1773,6
1774,0
1775,4
1776,7
1777,8
1778,7
1779,6
1780,1
1781,6
1782,2
1783,7
1784,1
1785,2
1786,2
1787,9
1788,8
1789,3
1790,1
1791,0
1792,2
1793,2
1794,1
1795,1
1796,1
1797,8
1798,7
1799,1
1800,7
1801,8
1802,2
1803,6
1804,6
1805,0
1806,3
1807,2
1808,3
1809,8
1810,1
1811,1
1812,0
1813,0
1814,9
1815,2
1816,7
1817,6
1818,7
1819,0
1820,6
1821,1
1822,3
1823,3
1824,2
1825,6
1826,3
1827,5
1828,3
1829,6
1830,9
1831,0
1832,3
1833,0
1834,7
1835,1
1836,9
1837,9
1838,1
1839,2
1840,0
1841,7
1842,6
1843,2
1844,0
1845,2
1846,0
1847,3
1848,1
1849,7
1850,8
1851,2
1852,3
1853,8
1854,3
1855,2
1856,7
1857,0
1858,0
1859,8
1860,1
1861,0
1862,9
1863,2
1864,1
1865,0
1866,2
1867,1
1868,9
1869,3
1870,3
1871,3
1872,5
1873,1
1874,2
1875,3
1876,6
1877,3
1878,8
1879,8
1880,1
1881,7
1882,8
1883,4
1884,8
1885,9
1886,2
1887,3
1888,9
1889,8
1890,1
1891,8
1892,2
1893,3
1894,7
1895,4
1896,8
1897,0
1898,3
1899,5
1900,7
1901,5
1902,6
1903,8
1904,7
1905,7
1906,3
1907,3
1908,2
1909,8
1910,7
1911,2
1912,1
1913,1
1914,8
1915,3
1916,1
1917,6
1918,2
1919,2
1920,1
1921,3
1922,9
1923,6
1924,1
1925,2
1926,6
1927,8
1928,6
1929,8
1930,2
1931,3
1932,7
1933,2
1934,6
1935,2
1936,2
1937,6
1938,2
1939,0
1940,8
1941,2
1942,1
1943,3
1944,8
1945,1
1946,2
1947,8
1948,5
1949,2
1950,2
1951,9
1952,3
1953,7
1954,0
1955,2
1956,8
1957,8
1958,9
1959,0
1960,3
1961,0
1962,3
1963,8
1964,5
1965,2
1966,6
1967,8
1968,0
1969,0
1970,1
1971,9
1972,8
1973,5
1974,5
1975,7
1976,2
1977,3
1978,6
1979,1
1980,2
1981,6
1982,3
1983,8
1984,2
1985,8
1986,2
1987,9
1988,1
1989,8
1990,2
1991,1
1992,3
1993,3
1994,0
1995,1
1996,3
1997,2
1998,3
1999,7
2000,5
2001,2
2002,7
2003,2
2004,2
2005,8
2006,8
2007,0
2008,7
2009,2
2010,7
2011,2
2012,6
2013,6
2014,2
2015,0
2016,9
2017,6
2018,9
2019,7
2020,0
2021,3
2022,8
2023,2
2024,4
2025,0
2026,3
2027,0
2028,0
2029,2
2030,2
2031,1
2032,2
2033,1
2034,2
2035,6
2036,6
2037,8
2038,1
2039,8
2040,6
2041,8
2042,1
2043,5
2044,2
2045,2
2046,1
2047,8
2048,1
2049,2
2050,5
2051,0
2052,2
2053,7
2054,1
2055,3
2056,1
2057,2
2058,2
2059,2
2060,6
2061,9
2062,0
2063,2
2064,2
2065,7
2066,9
2067,3
2068,7
2069,2
2070,4
2071,0
2072,7
2073,1
2074,1
2075,5
2076,1
2077,6
2078,0
2079,2
2080,1
2081,4
2082,7
2083,2
2084,8
2085,2
2086,7
2087,3
2088,2
2089,6
2090,2
2091,8
2092,3
2093,8
2094,6
2095,1
2096,8
2097,6
2098,0
2099,2
2100,8
2101,7
2102,7
2103,3
2104,7
2105,0
2106,4
2107,7
2108,7
2109,0
2110,8
2111,8
2112,5
2113,8
2114,5
2115,7
2116,2
2117,1
2118,6
2119,3
2120,1
2121,2
2122,2
2123,3
2124,8
2125,2
2126,1
2127,1
2128,2
2129,8
2130,4
2131,4
2132,5
2133,1
2134,1
2135,0
2136,3
2137,6
2138,8
2139,6
2140,1
2141,2
2142,2
2143,8
2144,2
2145,2
2146,1
2147,8
2148,6
2149,1
2150,8
2151,8
2152,8
2153,8
2154,4
2155,6
2156,7
2157,1
2158,3
2159,7
2160,8
2161,5
2162,2
2163,2
2164,0
2165,0
2166,8
2167,7
2168,7
2169,3
2170,1
2171,0
2172,6
2173,3
2174,1
2175,9
2176,8
2177,1
2178,1
2179,8
2180,0
2181,0
2182,1
2183,3
2184,0
2185,3
2186,7
2187,9
2188,4
2189,0
2190,0
2191,1
2192,3
2193,7
2194,5
2195,2
2196,2
2197,3
2198,2
2199,3
2200,0
2201,7
2202,1
2203,4
2204,2
2205,2
2206,7
2207,6
2208,3
2209,6
2210,2
2211,8
2212,5
2213,3
2214,4
2215,8
2216,7
2217,9
2218,4
2219,2
2220,7
2221,0
2222,7
2223,0
2224,8
2225,7
2226,8
2227,7
2228,6
2229,8
2230,7
2231,6
2232,3
2233,3
2234,2
2235,1
2236,1
2237,2
2238,8
2239,1
2240,6
2241,5
2242,7
2243,6
2244,5
2245,0
2246,2
2247,2
2248,2
2249,5
2250,8
2251,2
2252,0
2253,2
2254,6
2255,7
2256,5
2257,2
2258,1
2259,0
2260,7
2261,3
2262,2
2263,4
2264,8
2265,3
2266,1
2267,2
2268,2
2269,3
2270,3
2271,2
2272,2
2273,1
2274,5
2275,0
2276,2
2277,8
2278,6
2279,6
2280,6
2281,7
2282,8
2283,8
2284,1
2285,2
2286,6
2287,4
2288,4
2289,2
2290,8
2291,8
2292,2
2293,0
2294,2
2295,1
2296,5
2297,2
2298,3
2299,6
2300,3
2301,3
2302,2
2303,2
2304,1
2305,5
2306,5
2307,9
2308,6
2309,8
2310,1
2311,4
2312,8
2313,1
2314,1
2315,1
2316,2
2317,1
2318,1
2319,7
2320,1
2321,7
2322,2
2323,7
2324,3
2325,2
2326,8
2327,1
2328,6
2329,2
2330,2
2331,9
2332,8
2333,2
2334,9
2335,1
2336,5
2337,8
2338,7
2339,8
2340,4
2341,2
2342,7
2343,3
2344,9
2345,2
2346,7
2347,2
2348,3
2349,0
2350,0
2351,2
2352,7
2353,1
2354,0
2355,1
2356,3
2357,8
2358,9
2359,1
2360,9
2361,6
2362,1
2363,2
2364,0
2365,6
2366,1
2367,8
2368,2
2369,8
2370,2
2371,9
2372,6
2373,6
2374,7
2375,1
2376,8
2377,0
2378,1
2379,2
2380,7
2381,1
2382,2
2383,8
2384,8
2385,2
2386,6
2387,2
2388,0
2389,4
2390,3
2391,6
2392,4
2393,3
2394,3
2395,8
2396,8
2397,2
2398,1
2399,5
2400,8
2401,1
2402,8
2403,3
2404,7
2405,2
2406,2
2407,7
2408,0
2409,2
2410,2
2411,2
2412,1
2413,1
2414,0
2415,7
2416,2
2417,3
2418,3
2419,8
2420,8
2421,2
2422,5
2423,8
2424,8
2425,2
2426,4
2427,2
2428,3
2429,0
2430,2
2431,8
2432,0
2433,7
2434,2
2435,5
2436,2
2437,8
2438,8
2439,8
2440,2
2441,3
2442,1
2443,4
2444,0
2445,8
2446,8
2447,4
2448,1
2449,0
2450,3
2451,7
2452,7
2453,2
2454,7
2455,2
2456,2
2457,2
2458,7
2459,5
2460,7
2461,1
2462,8
2463,1
2464,2
2465,7
2466,0
2467,5
2468,7
2469,2
2470,7
2471,7
2472,0
2473,1
2474,3
2475,1
2476,8
2477,4
2478,3
2479,6
2480,1
2481,3
2482,1
2483,2
2484,3
2485,8
2486,1
2487,6
2488,7
2489,7
2490,1
2491,3
2492,4
2493,0
2494,3
2495,4
2496,1
2497,5
2498,8
2499,1
2500,1
2501,2
2502,0
2503,4
2504,1
2505,6
2506,7
2507,6
2508,9
2509,5
2510,8
2511,2
2512,7
2513,7
2514,4
2515,9
2516,2
2517,1
2518,8
2519,8
2520,1
2521,3
2522,3
2523,2
2524,7
2525,1
2526,2
2527,6
2528,6
2529,6
2530,2
2531,2
2532,0
2533,2
2534,8
2535,7
2536,2
2537,6
2538,0
2539,5
2540,8
2541,5
2542,1
2543,2
2544,0
2545,8
2546,5
2547,3
2548,2
2549,0
2550,5
2551,8
2552,0
2553,3
2554,1
2555,2
2556,6
2557,3
2558,0
2559,9
2560,1
2561,9
2562,1
2563,2
2564,6
2565,7
2566,6
2567,0
2568,2
2569,8
2570,6
2571,8
2572,2
2573,1
2574,6
2575,7
2576,4
2577,2
2578,2
2579,1
2580,2
2581,1
2582,7
2583,1
2584,0
2585,3
2586,3
2587,3
2588,2
2589,2
2590,2
2591,9
2592,3
2593,4
2594,0
2595,7
2596,3
2597,2
2598,1
2599,2
2600,5
2601,3
2602,2
2603,3
2604,1
2605,1
2606,4
2607,1
2608,2
2609,5
2610,5
2611,8
2612,1
2613,8
2614,4
2615,2
2616,7
2617,2
2618,1
2619,8
2620,5
2621,8
2622,6
2623,2
2624,9
2625,3
2626,9
2627,2
2628,5
2629,2
2630,2
2631,2
2632,8
2633,8
2634,2
2635,2
2636,2
2637,6
2638,3
2639,5
2640,8
2641,0
2642,6
2643,2
2644,1
2645,0
2646,8
2647,2
2648,8
2649,2
2650,2
2651,9
2652,1
2653,3
2654,2
2655,1
2656,6
2657,0
2658,6
2659,2
2660,2
2661,7
2662,3
2663,2
2664,8
2665,6
2666,1
2667,8
2668,8
2669,4
2670,7
2671,4
2672,1
2673,1
2674,3
2675,4
2676,5
2677,5
2678,8
2679,6
2680,1
2681,0
2682,8
2683,1
2684,1
2685,6
2686,8
2687,3
2688,7
2689,7
2690,3
2691,2
2692,8
2693,1
2694,6
2695,2
2696,2
2697,3
2698,2
2699,0
2700,7
2701,2
2702,7
2703,0
2704,1
2705,2
2706,1
2707,3
2708,7
2709,3
2710,8
2711,8
2712,7
2713,2
2714,9
2715,4
2716,2
2717,8
2718,1
2719,4
2720,2
2721,1
2722,6
2723,5
2724,8
2725,1
2726,2
2727,1
2728,0
2729,2
2730,3
2731,2
2732,0
2733,2
2734,0
2735,1
2736,3
2737,9
2738,3
2739,1
2740,5
2741,8
2742,7
2743,8
2744,6
2745,2
2746,0
2747,6
2748,7
2749,7
2750,4
2751,5
2752,1
2753,6
2754,7
2755,2
2756,5
2757,7
2758,9
2759,2
2760,9
2761,8
2762,9
2763,2
2764,3
2765,4
2766,5
2767,3
2768,1
2769,1
2770,6
2771,2
2772,1
2773,9
2774,2
2775,4
2776,8
2777,1
2778,0
2779,7
2780,1
2781,1
2782,2
2783,2
2784,2
2785,6
2786,2
2787,7
2788,4
2789,7
2790,2
2791,5
2792,3
2793,5
2794,7
2795,6
2796,3
2797,0
2798,6
2799,4
2800,7
2801,8
2802,4
2803,2
2804,7
2805,8
2806,9
2807,2
2808,7
2809,8
2810,9
2811,3
2812,8
2813,3
2814,2
2815,6
2816,2
2817,7
2818,9
2819,8
2820,8
2821,9
2822,8
2823,2
2824,3
2825,0
2826,2
2827,7
2828,0
2829,2
2830,2
2831,6
2832,1
2833,2
2834,2
2835,5
2836,3
2837,2
2838,8
2839,1
2840,3
2841,0
2842,0
2843,1
2844,1
2845,6
2846,2
2847,8
2848,2
2849,0
2850,1
2851,9
2852,7
2853,8
2854,7
2855,5
2856,4
2857,1
2858,1
2859,6
2860,8
2861,7
2862,0
2863,1
2864,5
2865,3
2866,2
2867,7
2868,7
2869,2
2870,7
2871,8
2872,5
2873,4
2874,0
2875,1
2876,3
2877,2
2878,1
2879,0
2880,2
2881,2
2882,2
2883,8
2884,1
2885,3
2886,4
2887,9
2888,7
2889,8
2890,5
2891,7
2892,7
2893,9
2894,1
2895,2
2896,3
2897,0
2898,0
2899,7
2900,1
2901,6
2902,2
2903,7
2904,8
2905,8
2906,3
2907,5
2908,7
2909,6
2910,0
2911,8
2912,0
2913,1
2914,0
2915,7
2916,6
2917,2
2918,8
2919,1
2920,7
2921,3
2922,7
2923,7
2924,7
2925,0
2926,2
2927,8
2928,2
2929,2
2930,2
2931,6
2932,2
2933,0
2934,3
2935,8
2936,6
2937,1
2938,7
2939,8
2940,2
2941,8
2942,9
2943,2
2944,6
2945,6
2946,0
2947,3
2948,5
2949,9
2950,8
2951,9
2952,6
2953,8
2954,3
2955,9
2956,1
2957,8
2958,0
2959,5
2960,8
2961,1
2962,6
2963,6
2964,6
2965,0
2966,1
2967,1
2968,8
2969,6
2970,9
2971,6
2972,1
2973,0
2974,2
2975,2
2976,4
2977,2
2978,9
2979,8
2980,0
2981,2
2982,8
2983,7
2984,2
2985,3
2986,8
2987,2
2988,2
2989,8
2990,2
2991,8
2992,3
2993,0
2994,4
2995,3
2996,5
